"","annee","ndep","q_prod","cond"
"29298",2010,"80",2820,"L"
"29299",2010,"80",125,"L"
"29300",2010,"80",174,"K"
"29301",2010,"80",151.8,"K"
"29302",2010,"80",151.8,"K"
"29303",2010,"80",45.2,"L"
"29304",2010,"80",580,"K"
"29305",2010,"80",76.1,"K"
"29306",2010,"80",3780,"K"
"29307",2010,"80",18.1,"L"
"29308",2010,"80",12,"L"
"29309",2010,"80",985.2,"K"
"29310",2010,"80",7130,"K"
"29311",2010,"80",96,"K"
"29312",2010,"80",96,"K"
"29313",2010,"80",162,"K"
"29314",2010,"80",1147.8,"L"
"29315",2010,"80",32760,"K"
"29316",2010,"80",3290,"L"
"29317",2010,"80",3290,"L"
"29318",2010,"80",946,"K"
"29319",2010,"80",100.8,"K"
"29320",2010,"80",72,"K"
"29321",2010,"80",72,"K"
"29322",2010,"80",72,"K"
"29323",2010,"80",69.4,"K"
"29324",2010,"80",150,"K"
"29325",2010,"80",51.6,"K"
"29326",2010,"80",95065,"K"
"29327",2010,"80",4961,"L"
"29328",2010,"80",300,"K"
"29329",2010,"80",5,"L"
"29330",2010,"80",2,"L"
"29331",2010,"80",1125,"K"
"29332",2010,"80",17.5,"L"
"29333",2010,"80",134170,"K"
"29334",2010,"80",350.3,"K"
"29335",2010,"80",26.3,"L"
"29336",2010,"81",1440,"K"
"29337",2010,"81",568,"L"
"29338",2010,"81",220,"K"
"29339",2010,"81",1148.7,"K"
"29340",2010,"81",4320,"K"
"29341",2010,"81",6,"L"
"29342",2010,"81",169,"L"
"29343",2010,"81",169,"L"
"29344",2010,"81",24,"K"
"29345",2010,"81",1075,"K"
"29346",2010,"81",1075,"K"
"29347",2010,"81",1253.2,"L"
"29348",2010,"81",15,"L"
"29349",2010,"81",1545,"L"
"29350",2010,"81",13307.4,"K"
"29351",2010,"81",1830,"K"
"29352",2010,"81",742,"L"
"29353",2010,"81",742,"L"
"29354",2010,"81",276.3,"K"
"29355",2010,"81",90,"L"
"29356",2010,"81",1358.7,"K"
"29357",2010,"81",4.6,"L"
"29358",2010,"81",3.5,"K"
"29359",2010,"81",351,"K"
"29360",2010,"81",351,"K"
"29361",2010,"81",1180,"L"
"29362",2010,"81",614.2,"K"
"29363",2010,"81",240,"K"
"29364",2010,"81",240,"K"
"29365",2010,"81",40,"K"
"29366",2010,"81",0.4,"L"
"29367",2010,"81",315.7,"L"
"29368",2010,"81",315.7,"L"
"29369",2010,"81",2671,"K"
"29370",2010,"81",10,"K"
"29371",2010,"81",294,"K"
"29372",2010,"81",385,"L"
"29373",2010,"81",270,"L"
"29374",2010,"81",9.6,"L"
"29375",2010,"81",6.5,"K"
"29376",2010,"81",3600,"K"
"29377",2010,"81",849,"L"
"29378",2010,"81",495,"L"
"29379",2010,"81",1175,"K"
"29380",2010,"81",2720,"K"
"29381",2010,"81",84,"K"
"29382",2010,"81",918,"L"
"29383",2010,"81",34,"L"
"29384",2010,"81",4360,"L"
"29385",2010,"81",10,"L"
"29386",2010,"81",200,"L"
"29387",2010,"81",300,"L"
"29388",2010,"81",74,"L"
"29389",2010,"81",31131,"K"
"29390",2010,"81",100,"K"
"29391",2010,"81",225,"K"
"29392",2010,"81",717,"K"
"29393",2010,"81",2430,"L"
"29394",2010,"81",40,"K"
"29395",2010,"81",40,"K"
"29396",2010,"81",1275,"K"
"29397",2010,"81",110,"K"
"29398",2010,"81",155,"L"
"29399",2010,"81",155,"L"
"29400",2010,"81",2,"L"
"29401",2010,"81",185.4,"K"
"29402",2010,"81",1830,"L"
"29403",2010,"81",1469,"L"
"29404",2010,"81",1140,"L"
"29405",2010,"81",1140,"L"
"29406",2010,"81",1610,"L"
"29407",2010,"81",1610,"L"
"29408",2010,"81",200,"K"
"29409",2010,"81",50,"K"
"29410",2010,"81",960,"K"
"29411",2010,"81",15,"L"
"29412",2010,"81",140,"L"
"29413",2010,"81",453.5,"L"
"29414",2010,"81",28,"L"
"29415",2010,"81",6969,"L"
"29416",2010,"81",3860,"L"
"29417",2010,"81",2450,"L"
"29418",2010,"81",0.8,"K"
"29419",2010,"81",10600,"L"
"29420",2010,"81",214,"L"
"29421",2010,"81",15536,"K"
"29422",2010,"81",1855,"K"
"29423",2010,"81",640,"L"
"29424",2010,"81",50.5,"K"
"29425",2010,"81",170,"K"
"29426",2010,"81",170,"K"
"29427",2010,"81",412,"L"
"29428",2010,"81",22,"L"
"29429",2010,"81",22,"L"
"29430",2010,"81",10,"L"
"29431",2010,"81",394.5,"K"
"29432",2010,"81",333,"K"
"29433",2010,"81",80,"L"
"29434",2010,"81",796,"L"
"29435",2010,"81",87,"L"
"29436",2010,"81",142.4,"K"
"29437",2010,"81",16.4,"K"
"29438",2010,"81",16.4,"K"
"29439",2010,"81",171.8,"L"
"29440",2010,"81",1,"L"
"29441",2010,"81",4016.2,"K"
"29442",2010,"81",684.3,"K"
"29443",2010,"81",40,"K"
"29444",2010,"81",5.4,"L"
"29445",2010,"81",18,"L"
"29446",2010,"81",11822.8,"K"
"29447",2010,"81",214,"K"
"29448",2010,"81",29400,"K"
"29449",2010,"81",29400,"K"
"29450",2010,"81",936,"K"
"29451",2010,"81",37.8,"L"
"29452",2010,"81",2842,"K"
"29453",2010,"81",336,"K"
"29454",2010,"81",1058,"K"
"29455",2010,"81",0.2,"K"
"29456",2010,"81",4,"K"
"29457",2010,"81",4,"K"
"29458",2010,"81",3858,"K"
"29459",2010,"81",3858,"K"
"29460",2010,"81",9984,"K"
"29461",2010,"81",9,"K"
"29462",2010,"81",2880,"K"
"29463",2010,"81",2880,"K"
"29464",2010,"81",302.8,"K"
"29465",2010,"81",18,"K"
"29466",2010,"81",59,"K"
"29467",2010,"81",20,"L"
"29468",2010,"81",2200,"K"
"29469",2010,"81",20601,"K"
"29470",2010,"81",20601,"K"
"29471",2010,"81",37.4,"K"
"29472",2010,"81",1.6,"K"
"29473",2010,"81",57150,"K"
"29474",2010,"81",1162.8,"L"
"29475",2010,"81",11820,"K"
"29476",2010,"81",375,"L"
"29477",2010,"81",2365,"K"
"29478",2010,"81",3,"L"
"29479",2010,"81",1177.7,"L"
"29480",2010,"81",9.2,"K"
"29481",2010,"81",46.8,"K"
"29482",2010,"81",20,"L"
"29483",2010,"81",2320,"K"
"29484",2010,"81",2856.1,"K"
"29485",2010,"81",24.6,"L"
"29486",2010,"82",1000,"K"
"29487",2010,"82",1637,"L"
"29488",2010,"82",20,"L"
"29489",2010,"82",20,"L"
"29490",2010,"82",10,"K"
"29491",2010,"82",15740,"K"
"29492",2010,"82",749.7,"K"
"29493",2010,"82",1900,"K"
"29494",2010,"82",522,"L"
"29495",2010,"82",172,"L"
"29496",2010,"82",172,"L"
"29497",2010,"82",2760,"K"
"29498",2010,"82",4900,"K"
"29499",2010,"82",4900,"K"
"29500",2010,"82",514.8,"L"
"29501",2010,"82",187,"L"
"29502",2010,"82",7378.2,"L"
"29503",2010,"82",2880.4,"K"
"29504",2010,"82",5240,"K"
"29505",2010,"82",1738,"L"
"29506",2010,"82",1738,"L"
"29507",2010,"82",88,"K"
"29508",2010,"82",490.6,"K"
"29509",2010,"82",362,"L"
"29510",2010,"82",1684.1,"K"
"29511",2010,"82",0.5,"L"
"29512",2010,"82",506,"K"
"29513",2010,"82",416,"K"
"29514",2010,"82",416,"K"
"29515",2010,"82",361.8,"K"
"29516",2010,"82",140,"K"
"29517",2010,"82",140,"K"
"29518",2010,"82",145.5,"K"
"29519",2010,"82",0.5,"L"
"29520",2010,"82",150.1,"L"
"29521",2010,"82",150.1,"L"
"29522",2010,"82",677,"K"
"29523",2010,"82",1275,"K"
"29524",2010,"82",1275,"K"
"29525",2010,"82",20,"K"
"29526",2010,"82",25,"K"
"29527",2010,"82",1073,"K"
"29528",2010,"82",1240,"L"
"29529",2010,"82",1,"L"
"29530",2010,"82",878,"L"
"29531",2010,"82",120.5,"L"
"29532",2010,"82",16.8,"K"
"29533",2010,"82",17,"K"
"29534",2010,"82",17,"K"
"29535",2010,"82",80,"K"
"29536",2010,"82",1148.4,"L"
"29537",2010,"82",395,"L"
"29538",2010,"82",10,"L"
"29539",2010,"82",600,"K"
"29540",2010,"82",3008,"K"
"29541",2010,"82",240,"K"
"29542",2010,"82",12,"K"
"29543",2010,"82",880,"L"
"29544",2010,"82",1.6,"K"
"29545",2010,"82",2220,"L"
"29546",2010,"82",650,"K"
"29547",2010,"82",320,"L"
"29548",2010,"82",20,"L"
"29549",2010,"82",650,"L"
"29550",2010,"82",5000,"K"
"29551",2010,"82",1385,"L"
"29552",2010,"82",114.3,"L"
"29553",2010,"82",7505,"K"
"29554",2010,"82",3729,"K"
"29555",2010,"82",275,"K"
"29556",2010,"82",25,"K"
"29557",2010,"82",1016,"K"
"29558",2010,"82",1410,"L"
"29559",2010,"82",880,"K"
"29560",2010,"82",880,"K"
"29561",2010,"82",355,"K"
"29562",2010,"82",2055,"L"
"29563",2010,"82",2055,"L"
"29564",2010,"82",1,"L"
"29565",2010,"82",170,"L"
"29566",2010,"82",2573,"K"
"29567",2010,"82",3127,"L"
"29568",2010,"82",743,"L"
"29569",2010,"82",7,"L"
"29570",2010,"82",7,"L"
"29571",2010,"82",20,"L"
"29572",2010,"82",20,"L"
"29573",2010,"82",5134,"K"
"29574",2010,"82",12040,"K"
"29575",2010,"82",12,"L"
"29576",2010,"82",1410,"L"
"29577",2010,"82",66,"L"
"29578",2010,"82",7,"L"
"29579",2010,"82",4769.2,"L"
"29580",2010,"82",1180,"L"
"29581",2010,"82",1620,"K"
"29582",2010,"82",2346,"L"
"29583",2010,"82",75.9,"K"
"29584",2010,"82",285,"L"
"29585",2010,"82",475,"L"
"29586",2010,"82",841,"L"
"29587",2010,"82",27380.4,"K"
"29588",2010,"82",5950,"K"
"29589",2010,"82",20,"L"
"29590",2010,"82",3269.7,"K"
"29591",2010,"82",72,"L"
"29592",2010,"82",1530,"K"
"29593",2010,"82",1530,"K"
"29594",2010,"82",31,"L"
"29595",2010,"82",249,"L"
"29596",2010,"82",249,"L"
"29597",2010,"82",171.2,"K"
"29598",2010,"82",415,"L"
"29599",2010,"82",34,"K"
"29600",2010,"82",265,"L"
"29601",2010,"82",1710,"L"
"29602",2010,"82",130.4,"K"
"29603",2010,"82",7.9,"K"
"29604",2010,"82",7.9,"K"
"29605",2010,"82",1980.3,"L"
"29606",2010,"82",30,"L"
"29607",2010,"82",1044,"K"
"29608",2010,"82",161.2,"K"
"29609",2010,"82",140,"K"
"29610",2010,"82",4,"L"
"29611",2010,"82",115,"L"
"29612",2010,"82",11252.6,"K"
"29613",2010,"82",2874.2,"K"
"29614",2010,"82",13656,"K"
"29615",2010,"82",13656,"K"
"29616",2010,"82",1440,"K"
"29617",2010,"82",238.3,"L"
"29618",2010,"82",1580,"K"
"29619",2010,"82",2136,"K"
"29620",2010,"82",18504,"K"
"29621",2010,"82",30,"K"
"29622",2010,"82",30,"K"
"29623",2010,"82",6600,"K"
"29624",2010,"82",71,"K"
"29625",2010,"82",120,"K"
"29626",2010,"82",120,"K"
"29627",2010,"82",30,"K"
"29628",2010,"82",396,"K"
"29629",2010,"82",6200,"K"
"29630",2010,"82",72,"K"
"29631",2010,"82",324,"K"
"29632",2010,"82",324,"K"
"29633",2010,"82",155.1,"K"
"29634",2010,"82",240.1,"K"
"29635",2010,"82",102406,"K"
"29636",2010,"82",230,"L"
"29637",2010,"82",1951.2,"L"
"29638",2010,"82",5400,"K"
"29639",2010,"82",58,"L"
"29640",2010,"82",82935,"K"
"29641",2010,"82",39,"L"
"29642",2010,"82",2240,"K"
"29643",2010,"82",1788.9,"L"
"29644",2010,"82",266.9,"K"
"29645",2010,"82",336,"K"
"29646",2010,"82",160,"L"
"29647",2010,"82",23106,"K"
"29648",2010,"82",3218.8,"K"
"29649",2010,"82",31.5,"L"
"29650",2010,"90",18,"L"
"29651",2010,"90",160.8,"K"
"29652",2010,"90",1.6,"L"
"29653",2010,"90",5,"L"
"29654",2010,"90",5,"L"
"29655",2010,"90",21.8,"K"
"29656",2010,"90",13,"K"
"29657",2010,"90",12.8,"K"
"29658",2010,"90",0.3,"L"
"29659",2010,"90",127.8,"K"
"29660",2010,"90",0.3,"L"
"29661",2010,"90",15.3,"L"
"29662",2010,"90",15.3,"L"
"29663",2010,"90",6,"K"
"29664",2010,"90",39,"L"
"29665",2010,"90",20,"K"
"29666",2010,"90",54,"L"
"29667",2010,"90",0.5,"K"
"29668",2010,"90",1.5,"K"
"29669",2010,"90",30,"L"
"29670",2010,"90",33,"K"
"29671",2010,"90",5.4,"K"
"29672",2010,"90",5.4,"K"
"29673",2010,"90",0.4,"L"
"29674",2010,"90",308,"K"
"29675",2010,"90",10.8,"K"
"29676",2010,"90",200.6,"K"
"29677",2010,"90",2.7,"L"
"29678",2010,"90",10,"K"
"29679",2010,"90",5.4,"K"
"29680",2010,"90",0.2,"K"
"29681",2010,"90",2.5,"L"
"29682",2010,"90",43.6,"K"
"29683",2010,"90",12.6,"L"
"29684",2010,"94",130,"K"
"29685",2010,"94",444,"L"
"29686",2010,"94",650,"L"
"29687",2010,"94",650,"L"
"29688",2010,"94",1047.6,"K"
"29689",2010,"94",36,"L"
"29690",2010,"94",15,"L"
"29691",2010,"94",15,"L"
"29692",2010,"94",425,"K"
"29693",2010,"94",425,"K"
"29694",2010,"94",57.8,"L"
"29695",2010,"94",46,"L"
"29696",2010,"94",154,"L"
"29697",2010,"94",595,"K"
"29698",2010,"94",450,"L"
"29699",2010,"94",450,"L"
"29700",2010,"94",91.6,"K"
"29701",2010,"94",48,"K"
"29702",2010,"94",200.2,"K"
"29703",2010,"94",202,"L"
"29704",2010,"94",451.1,"K"
"29705",2010,"94",1,"L"
"29706",2010,"94",105.8,"K"
"29707",2010,"94",16.4,"L"
"29708",2010,"94",236.9,"L"
"29709",2010,"94",236.9,"L"
"29710",2010,"94",335,"L"
"29711",2010,"94",107.1,"K"
"29712",2010,"94",25,"K"
"29713",2010,"94",25,"K"
"29714",2010,"94",48,"K"
"29715",2010,"94",48,"K"
"29716",2010,"94",32,"L"
"29717",2010,"94",38.8,"K"
"29718",2010,"94",105,"L"
"29719",2010,"94",19,"L"
"29720",2010,"94",1,"L"
"29721",2010,"94",175,"K"
"29722",2010,"94",26,"K"
"29723",2010,"94",380,"K"
"29724",2010,"94",380,"K"
"29725",2010,"94",8,"L"
"29726",2010,"94",22,"L"
"29727",2010,"94",159.6,"K"
"29728",2010,"94",171,"L"
"29729",2010,"94",2594,"L"
"29730",2010,"94",15,"L"
"29731",2010,"94",15,"L"
"29732",2010,"94",2390,"L"
"29733",2010,"94",82,"L"
"29734",2010,"94",178,"L"
"29735",2010,"94",390,"K"
"29736",2010,"94",87,"L"
"29737",2010,"94",1246,"L"
"29738",2010,"94",737,"L"
"29739",2010,"94",82.3,"K"
"29740",2010,"94",1183,"K"
"29741",2010,"94",635,"L"
"29742",2010,"94",35,"L"
"29743",2010,"94",52,"L"
"29744",2010,"94",133.8,"K"
"29745",2010,"94",113,"L"
"29746",2010,"94",1,"L"
"29747",2010,"94",6.9,"K"
"29748",2010,"94",139,"L"
"29749",2010,"94",187,"L"
"29750",2010,"94",153.2,"K"
"29751",2010,"94",31.8,"K"
"29752",2010,"94",31.8,"K"
"29753",2010,"94",21.1,"L"
"29754",2010,"94",72,"L"
"29755",2010,"94",559,"K"
"29756",2010,"94",144.6,"K"
"29757",2010,"94",1,"L"
"29758",2010,"94",5,"L"
"29759",2010,"94",1402.3,"K"
"29760",2010,"94",174,"K"
"29761",2010,"94",6.6,"L"
"29762",2010,"94",170,"K"
"29763",2010,"94",1040,"K"
"29764",2010,"94",33.6,"K"
"29765",2010,"94",8.5,"K"
"29766",2010,"94",74.6,"K"
"29767",2010,"94",8,"K"
"29768",2010,"94",1,"K"
"29769",2010,"94",3.2,"K"
"29770",2010,"94",2775,"K"
"29771",2010,"94",190.3,"L"
"29772",2010,"94",15,"L"
"29773",2010,"94",5,"L"
"29774",2010,"94",4.8,"K"
"29775",2010,"94",120,"K"
"29776",2010,"94",10.4,"L"
"29777",2010,"94",20,"L"
"29778",2010,"94",490,"K"
"29779",2010,"94",436.6,"K"
"29780",2010,"94",67.8,"L"
"29781",2010,"95",996.8,"K"
"29782",2010,"95",48.6,"L"
"29783",2010,"95",93.7,"K"
"29784",2010,"95",156.7,"K"
"29785",2010,"95",168,"K"
"29786",2010,"95",0.4,"L"
"29787",2010,"95",230.6,"K"
"29788",2010,"95",7.4,"L"
"29789",2010,"95",80.6,"L"
"29790",2010,"95",80.6,"L"
"29791",2010,"95",63.6,"K"
"29792",2010,"95",30.9,"K"
"29793",2010,"95",4,"K"
"29794",2010,"95",2.6,"K"
"29795",2010,"95",20.3,"K"
"29796",2010,"95",1.5,"K"
"29797",2010,"95",146.5,"K"
"29798",2010,"95",20.8,"K"
"29799",2010,"95",20.8,"K"
"29800",2010,"95",0.6,"L"
"29801",2010,"95",525.7,"K"
"29802",2010,"95",178.8,"K"
"29803",2010,"95",3.6,"L"
"29804",2010,"95",182.5,"K"
"29805",2010,"95",2.4,"L"
"29806",2010,"95",9.2,"K"
"29807",2010,"95",5.4,"L"
"29808",2010,"95",120,"K"
"29809",2010,"95",36.4,"L"
"29810",2010,"85",25300,"K"
"29811",2010,"85",76,"L"
"29812",2010,"85",2540,"K"
"29813",2010,"85",1854,"K"
"29814",2010,"85",1806,"L"
"29815",2010,"85",1660,"K"
"29816",2010,"85",188,"L"
"29817",2010,"85",188,"L"
"29818",2010,"85",2076,"K"
"29819",2010,"85",11888.7,"L"
"29820",2010,"85",28,"L"
"29821",2010,"85",950,"L"
"29822",2010,"85",8928,"K"
"29823",2010,"85",6910,"K"
"29824",2010,"85",15,"L"
"29825",2010,"85",15,"L"
"29826",2010,"85",24,"K"
"29827",2010,"85",674.9,"K"
"29828",2010,"85",1949.9,"K"
"29829",2010,"85",1.7,"L"
"29830",2010,"85",326.5,"K"
"29831",2010,"85",5350,"L"
"29832",2010,"85",7368,"K"
"29833",2010,"85",635.9,"K"
"29834",2010,"85",5,"K"
"29835",2010,"85",0.1,"L"
"29836",2010,"85",45.7,"L"
"29837",2010,"85",1223.5,"L"
"29838",2010,"85",1223.5,"L"
"29839",2010,"85",24,"K"
"29840",2010,"85",150,"L"
"29841",2010,"85",2323.5,"K"
"29842",2010,"85",400,"K"
"29843",2010,"85",24,"K"
"29844",2010,"85",24,"K"
"29845",2010,"85",297,"K"
"29846",2010,"85",819.3,"L"
"29847",2010,"85",1938,"L"
"29848",2010,"85",78.9,"L"
"29849",2010,"85",29.2,"K"
"29850",2010,"85",1920,"K"
"29851",2010,"85",31,"K"
"29852",2010,"85",31,"K"
"29853",2010,"85",0.6,"L"
"29854",2010,"85",1980,"K"
"29855",2010,"85",4,"L"
"29856",2010,"85",314,"L"
"29857",2010,"85",17620,"K"
"29858",2010,"85",16275,"K"
"29859",2010,"85",1120,"K"
"29860",2010,"85",17178,"K"
"29861",2010,"85",2431,"L"
"29862",2010,"85",72.8,"L"
"29863",2010,"85",188.8,"K"
"29864",2010,"85",2496,"K"
"29865",2010,"85",2300,"L"
"29866",2010,"85",50,"L"
"29867",2010,"85",4280,"L"
"29868",2010,"85",145,"L"
"29869",2010,"85",9600,"L"
"29870",2010,"85",4780,"L"
"29871",2010,"85",19780,"L"
"29872",2010,"85",20,"L"
"29873",2010,"85",316763,"K"
"29874",2010,"85",1028.3,"K"
"29875",2010,"85",943,"K"
"29876",2010,"85",13475,"K"
"29877",2010,"85",13475,"K"
"29878",2010,"85",714,"K"
"29879",2010,"85",53651.8,"L"
"29880",2010,"85",110,"K"
"29881",2010,"85",110,"K"
"29882",2010,"85",590,"K"
"29883",2010,"85",478,"L"
"29884",2010,"85",20,"L"
"29885",2010,"85",5,"L"
"29886",2010,"85",62.6,"K"
"29887",2010,"85",3208,"L"
"29888",2010,"85",262,"L"
"29889",2010,"85",3100,"L"
"29890",2010,"85",3100,"L"
"29891",2010,"85",1708,"K"
"29892",2010,"85",200,"K"
"29893",2010,"85",87.5,"L"
"29894",2010,"85",1690,"L"
"29895",2010,"85",14028,"L"
"29896",2010,"85",1505,"L"
"29897",2010,"85",359.4,"K"
"29898",2010,"85",130.5,"L"
"29899",2010,"85",735,"L"
"29900",2010,"85",349,"L"
"29901",2010,"85",3515,"K"
"29902",2010,"85",2,"L"
"29903",2010,"85",15820,"L"
"29904",2010,"85",224.9,"K"
"29905",2010,"85",2,"L"
"29906",2010,"85",1775,"L"
"29907",2010,"85",11,"L"
"29908",2010,"85",11,"L"
"29909",2010,"85",51.9,"K"
"29910",2010,"85",1019,"K"
"29911",2010,"85",120,"K"
"29912",2010,"85",120,"K"
"29913",2010,"85",1440,"L"
"29914",2010,"85",1440,"L"
"29915",2010,"85",369.5,"L"
"29916",2010,"85",125,"L"
"29917",2010,"85",610.3,"K"
"29918",2010,"85",47.9,"K"
"29919",2010,"85",47.9,"K"
"29920",2010,"85",41.5,"L"
"29921",2010,"85",1730.5,"L"
"29922",2010,"85",1256.2,"K"
"29923",2010,"85",244.4,"K"
"29924",2010,"85",2080,"L"
"29925",2010,"85",2080,"L"
"29926",2010,"85",168.6,"L"
"29927",2010,"85",231,"L"
"29928",2010,"85",49825.9,"K"
"29929",2010,"85",132,"K"
"29930",2010,"85",70472,"K"
"29931",2010,"85",70472,"K"
"29932",2010,"85",102406.5,"K"
"29933",2010,"85",26.4,"L"
"29934",2010,"85",6545,"K"
"29935",2010,"85",15,"L"
"29936",2010,"85",15,"L"
"29937",2010,"85",29316,"K"
"29938",2010,"85",18,"K"
"29939",2010,"85",12.6,"K"
"29940",2010,"85",1184,"K"
"29941",2010,"85",1184,"K"
"29942",2010,"85",51426,"K"
"29943",2010,"85",36,"K"
"29944",2010,"85",2640,"K"
"29945",2010,"85",2640,"K"
"29946",2010,"85",161.4,"K"
"29947",2010,"85",17830,"K"
"29948",2010,"85",7306,"L"
"29949",2010,"85",5872,"K"
"29950",2010,"85",64350,"K"
"29951",2010,"85",64350,"K"
"29952",2010,"85",14.4,"K"
"29953",2010,"85",281.6,"K"
"29954",2010,"85",63310.8,"K"
"29955",2010,"85",209,"L"
"29956",2010,"85",14280,"K"
"29957",2010,"85",2259,"L"
"29958",2010,"85",8650,"K"
"29959",2010,"85",102,"L"
"29960",2010,"85",3160,"K"
"29961",2010,"85",257.5,"L"
"29962",2010,"85",1939.5,"K"
"29963",2010,"85",6350,"L"
"29964",2010,"85",1551,"K"
"29965",2010,"85",16414.3,"K"
"29966",2010,"85",177.9,"L"
"29967",2010,"83",36390,"K"
"29968",2010,"83",1220,"L"
"29969",2010,"83",35,"L"
"29970",2010,"83",35,"L"
"29971",2010,"83",130,"K"
"29972",2010,"83",1275.6,"K"
"29973",2010,"83",1850,"L"
"29974",2010,"83",18760,"K"
"29975",2010,"83",90,"L"
"29976",2010,"83",2129,"L"
"29977",2010,"83",2129,"L"
"29978",2010,"83",4068,"K"
"29979",2010,"83",1525,"K"
"29980",2010,"83",1525,"K"
"29981",2010,"83",15084.3,"L"
"29982",2010,"83",55,"L"
"29983",2010,"83",5624,"L"
"29984",2010,"83",39810,"K"
"29985",2010,"83",38860,"K"
"29986",2010,"83",741,"L"
"29987",2010,"83",741,"L"
"29988",2010,"83",7.5,"K"
"29989",2010,"83",24272,"K"
"29990",2010,"83",745.8,"K"
"29991",2010,"83",606.4,"K"
"29992",2010,"83",0.4,"L"
"29993",2010,"83",19,"K"
"29994",2010,"83",91,"K"
"29995",2010,"83",91,"K"
"29996",2010,"83",6960,"K"
"29997",2010,"83",249.4,"K"
"29998",2010,"83",20,"K"
"29999",2010,"83",20,"K"
"30000",2010,"83",246,"K"
"30001",2010,"83",3.3,"L"
"30002",2010,"83",732.2,"L"
"30003",2010,"83",732.2,"L"
"30004",2010,"83",17.2,"K"
"30005",2010,"83",13394,"K"
"30006",2010,"83",1275,"K"
"30007",2010,"83",1275,"K"
"30008",2010,"83",1960,"K"
"30009",2010,"83",13875,"K"
"30010",2010,"83",105,"K"
"30011",2010,"83",48,"K"
"30012",2010,"83",48,"K"
"30013",2010,"83",751.4,"K"
"30014",2010,"83",29,"L"
"30015",2010,"83",1010.2,"L"
"30016",2010,"83",8982,"L"
"30017",2010,"83",931.5,"L"
"30018",2010,"83",1502,"L"
"30019",2010,"83",8.7,"K"
"30020",2010,"83",725,"K"
"30021",2010,"83",725,"K"
"30022",2010,"83",13260,"K"
"30023",2010,"83",168,"L"
"30024",2010,"83",481,"L"
"30025",2010,"83",87,"L"
"30026",2010,"83",180,"K"
"30027",2010,"83",18648,"K"
"30028",2010,"83",4560,"K"
"30029",2010,"83",640,"K"
"30030",2010,"83",30288,"K"
"30031",2010,"83",5903,"L"
"30032",2010,"83",652.2,"L"
"30033",2010,"83",13,"L"
"30034",2010,"83",2635.2,"K"
"30035",2010,"83",32320,"L"
"30036",2010,"83",195,"K"
"30037",2010,"83",990,"L"
"30038",2010,"83",70,"L"
"30039",2010,"83",20980,"L"
"30040",2010,"83",75,"L"
"30041",2010,"83",940,"L"
"30042",2010,"83",449143,"K"
"30043",2010,"83",5988.5,"K"
"30044",2010,"83",70,"K"
"30045",2010,"83",88275,"K"
"30046",2010,"83",88275,"K"
"30047",2010,"83",4703,"K"
"30048",2010,"83",70,"L"
"30049",2010,"83",13400,"L"
"30050",2010,"83",5290,"K"
"30051",2010,"83",5290,"K"
"30052",2010,"83",25,"K"
"30053",2010,"83",2620,"K"
"30054",2010,"83",1545,"L"
"30055",2010,"83",1545,"L"
"30056",2010,"83",64,"L"
"30057",2010,"83",262,"L"
"30058",2010,"83",140,"K"
"30059",2010,"83",8468,"L"
"30060",2010,"83",3342,"L"
"30061",2010,"83",5,"L"
"30062",2010,"83",5,"L"
"30063",2010,"83",1350,"L"
"30064",2010,"83",1350,"L"
"30065",2010,"83",7560,"K"
"30066",2010,"83",4050,"K"
"30067",2010,"83",10,"K"
"30068",2010,"83",640,"L"
"30069",2010,"83",1618.5,"L"
"30070",2010,"83",490,"K"
"30071",2010,"83",5160,"L"
"30072",2010,"83",1857,"L"
"30073",2010,"83",12781,"L"
"30074",2010,"83",15067,"K"
"30075",2010,"83",4919,"L"
"30076",2010,"83",220.2,"K"
"30077",2010,"83",11862,"L"
"30078",2010,"83",340,"L"
"30079",2010,"83",2359,"L"
"30080",2010,"83",2060,"K"
"30081",2010,"83",24016,"K"
"30082",2010,"83",197,"L"
"30083",2010,"83",2,"K"
"30084",2010,"83",2775.4,"K"
"30085",2010,"83",3,"L"
"30086",2010,"83",1420,"K"
"30087",2010,"83",1420,"K"
"30088",2010,"83",13864,"L"
"30089",2010,"83",317,"L"
"30090",2010,"83",317,"L"
"30091",2010,"83",10165,"K"
"30092",2010,"83",100,"L"
"30093",2010,"83",2315,"K"
"30094",2010,"83",14100,"K"
"30095",2010,"83",14100,"K"
"30096",2010,"83",17325,"K"
"30097",2010,"83",19880,"L"
"30098",2010,"83",19880,"L"
"30099",2010,"83",740,"L"
"30100",2010,"83",910,"L"
"30101",2010,"83",50,"L"
"30102",2010,"83",202.2,"K"
"30103",2010,"83",14.7,"K"
"30104",2010,"83",14.7,"K"
"30105",2010,"83",9556.7,"L"
"30106",2010,"83",375,"L"
"30107",2010,"83",8454.8,"K"
"30108",2010,"83",1510.5,"K"
"30109",2010,"83",2300,"L"
"30110",2010,"83",2300,"L"
"30111",2010,"83",2.8,"L"
"30112",2010,"83",560,"L"
"30113",2010,"83",141424.6,"K"
"30114",2010,"83",7628,"K"
"30115",2010,"83",27048,"K"
"30116",2010,"83",27048,"K"
"30117",2010,"83",181269,"K"
"30118",2010,"83",158,"L"
"30119",2010,"83",13590,"K"
"30120",2010,"83",107808,"K"
"30121",2010,"83",360,"L"
"30122",2010,"83",6895,"K"
